seed,n_bits,k,train_data,auth_CRPs,searches,threshold,server_predictor,attacker_predictor,min_auths,selective_CRPs,viable_CRPs,server_accuracy,attacker_accuracy
0,64,4,260000,200,100,0.95,LR,MLP,1,BP,400,0.0,0.53
0,64,4,260000,200,100,0.95,LR,MLP,1,BP,600,0.0,0.53
0,64,4,260000,200,100,0.95,LR,MLP,1,BP,800,0.0,0.575
0,64,4,260000,200,100,0.95,LR,MLP,1,BP,1000,0.0,0.48
0,64,4,260000,200,100,0.95,LR,MLP,1,BP,1200,0.0,0.375
0,64,4,260000,200,100,0.95,LR,MLP,1,BP,1400,0.0,0.43
0,64,4,260000,200,100,0.95,LR,MLP,1,BP,1600,0.0,0.485
0,64,4,260000,200,100,0.95,LR,MLP,1,BP,1800,0.0,0.42
0,64,4,260000,200,100,0.95,LR,MLP,1,BP,2000,0.0,0.57
0,64,4,260000,200,100,0.95,LR,MLP,1,BP,2200,0.0,0.53
0,64,4,260000,200,100,0.95,LR,MLP,1,BP,2400,0.0,0.535
0,64,4,260000,200,100,0.95,LR,MLP,1,BP,2600,0.0,0.52
0,64,4,260000,200,100,0.95,LR,MLP,1,BP,2800,0.0,0.58
0,64,4,260000,200,100,0.95,LR,MLP,1,BP,3000,0.0,0.5
0,64,4,260000,200,100,0.95,LR,MLP,1,BP,3200,0.0,0.54
0,64,4,260000,200,100,0.95,LR,MLP,1,BP,3400,0.0,0.52
0,64,4,260000,200,100,0.95,LR,MLP,1,BP,3600,0.0,0.52
0,64,4,260000,200,100,0.95,LR,MLP,1,BP,3800,0.0,0.51
0,64,4,260000,200,100,0.95,LR,MLP,1,BP,4000,0.0,0.635
0,64,4,260000,200,100,0.95,LR,MLP,1,BP,4200,0.0,0.54
0,64,4,260000,200,100,0.95,LR,MLP,1,BP,4400,0.0,0.495
0,64,4,260000,200,100,0.95,LR,MLP,1,BP,4600,0.0,0.505
0,64,4,260000,200,100,0.95,LR,MLP,1,BP,4800,0.0,0.61
0,64,4,260000,200,100,0.95,LR,MLP,1,BP,5000,0.005,0.475
0,64,4,260000,200,100,0.95,LR,MLP,1,BP,5200,0.005,0.475
0,64,4,260000,200,100,0.95,LR,MLP,1,BP,5400,0.0,0.46
0,64,4,260000,200,100,0.95,LR,MLP,1,BP,5600,0.05,0.505
0,64,4,260000,200,100,0.95,LR,MLP,1,BP,5800,0.03,0.465
0,64,4,260000,200,100,0.95,LR,MLP,1,BP,6000,0.0,0.49
0,64,4,260000,200,100,0.95,LR,MLP,1,BP,6200,0.005,0.485
0,64,4,260000,200,100,0.95,LR,MLP,1,BP,6400,0.0,0.585
0,64,4,260000,200,100,0.95,LR,MLP,1,BP,6600,0.005,0.455
0,64,4,260000,200,100,0.95,LR,MLP,1,BP,6800,0.0,0.595
0,64,4,260000,200,100,0.95,LR,MLP,1,BP,7000,0.0,0.575
0,64,4,260000,200,100,0.95,LR,MLP,1,BP,7200,0.0,0.495
0,64,4,260000,200,100,0.95,LR,MLP,1,BP,7400,0.0,0.58
0,64,4,260000,200,100,0.95,LR,MLP,1,BP,7600,0.0,0.565
