seed,n_bits,k,train_data,auth_CRPs,searches,threshold,server_predictor,attacker_predictor,viable_CRPs,server_accuracy,attacker_accuracy
0,64,3,1000000,200,100,0.95,LR,MLP,400,0.0,0.555
0,64,3,1000000,200,100,0.95,LR,MLP,600,0.0,0.415
0,64,3,1000000,200,100,0.95,LR,MLP,800,0.0,0.34
0,64,3,1000000,200,100,0.95,LR,MLP,1000,0.0,0.185
0,64,3,1000000,200,100,0.95,LR,MLP,1200,0.0,0.085
0,64,3,1000000,200,100,0.95,LR,MLP,1400,0.0,0.19
0,64,3,1000000,200,100,0.95,LR,MLP,1600,0.0,0.195
0,64,3,1000000,200,100,0.95,LR,MLP,1800,0.0,0.6
0,64,3,1000000,200,100,0.95,LR,MLP,2000,0.0,0.03
0,64,3,1000000,200,100,0.95,LR,MLP,2200,0.005,0.465
0,64,3,1000000,200,100,0.95,LR,MLP,2400,0.0,0.325
0,64,3,1000000,200,100,0.95,LR,MLP,2600,0.0,0.585
0,64,3,1000000,200,100,0.95,LR,MLP,2800,0.015,0.485
0,64,3,1000000,200,100,0.95,LR,MLP,3000,0.0,0.255
0,64,3,1000000,200,100,0.95,LR,MLP,3200,0.0,0.89
0,64,3,1000000,200,100,0.95,LR,MLP,3400,0.0,0.51
0,64,3,1000000,200,100,0.95,LR,MLP,3600,0.0,0.145
0,64,3,1000000,200,100,0.95,LR,MLP,3800,0.045,0.765
0,64,3,1000000,200,100,0.95,LR,MLP,4000,0.03,0.125
0,64,3,1000000,200,100,0.95,LR,MLP,4200,0.03,0.49
0,64,3,1000000,200,100,0.95,LR,MLP,4400,0.075,0.38
0,64,3,1000000,200,100,0.95,LR,MLP,4600,0.055,0.61
0,64,3,1000000,200,100,0.95,LR,MLP,4800,0.04,0.575
0,64,3,1000000,200,100,0.95,LR,MLP,5000,0.02,0.305
0,64,3,1000000,200,100,0.95,LR,MLP,5200,0.005,0.67
0,64,3,1000000,200,100,0.95,LR,MLP,5400,0.0,0.285
0,64,3,1000000,200,100,0.95,LR,MLP,5600,0.01,0.23
0,64,3,1000000,200,100,0.95,LR,MLP,5800,0.0,0.595
0,64,3,1000000,200,100,0.95,LR,MLP,6000,0.0,0.5
0,64,3,1000000,200,100,0.95,LR,MLP,6200,0.0,0.54
0,64,3,1000000,200,100,0.95,LR,MLP,6400,0.0,0.605
0,64,3,1000000,200,100,0.95,LR,MLP,6600,0.0,0.72
0,64,3,1000000,200,100,0.95,LR,MLP,6800,0.0,0.235
0,64,3,1000000,200,100,0.95,LR,MLP,7000,0.01,0.55
0,64,3,1000000,200,100,0.95,LR,MLP,7200,0.0,0.17
0,64,3,1000000,200,100,0.95,LR,MLP,7400,0.0,0.36
0,64,3,1000000,200,100,0.95,LR,MLP,7600,0.005,0.555
0,64,3,1000000,200,100,0.95,LR,MLP,7800,0.0,0.51
0,64,3,1000000,200,100,0.95,LR,MLP,8000,0.0,0.46
0,64,3,1000000,200,100,0.95,LR,MLP,8200,0.03,0.585
0,64,3,1000000,200,100,0.95,LR,MLP,8400,0.02,0.23
0,64,3,1000000,200,100,0.95,LR,MLP,8600,0.05,0.47
0,64,3,1000000,200,100,0.95,LR,MLP,8800,0.015,0.5
0,64,3,1000000,200,100,0.95,LR,MLP,9000,0.02,0.495
0,64,3,1000000,200,100,0.95,LR,MLP,9200,0.0,0.215
0,64,3,1000000,200,100,0.95,LR,MLP,9400,0.01,0.47
0,64,3,1000000,200,100,0.95,LR,MLP,9600,0.005,0.16
0,64,3,1000000,200,100,0.95,LR,MLP,9800,0.01,0.655
0,64,3,1000000,200,100,0.95,LR,MLP,10000,0.0,0.36
0,64,3,1000000,200,100,0.95,LR,MLP,10200,0.005,0.32
0,64,3,1000000,200,100,0.95,LR,MLP,10400,0.025,0.575
0,64,3,1000000,200,100,0.95,LR,MLP,10600,0.005,0.46
0,64,3,1000000,200,100,0.95,LR,MLP,10800,0.015,0.235
0,64,3,1000000,200,100,0.95,LR,MLP,11000,0.015,0.615
0,64,3,1000000,200,100,0.95,LR,MLP,11200,0.06,0.565
0,64,3,1000000,200,100,0.95,LR,MLP,11400,0.0,0.49
0,64,3,1000000,200,100,0.95,LR,MLP,11600,0.005,0.305
0,64,3,1000000,200,100,0.95,LR,MLP,11800,0.005,0.51
0,64,3,1000000,200,100,0.95,LR,MLP,12000,0.015,0.42
0,64,3,1000000,200,100,0.95,LR,MLP,12200,0.065,0.775
0,64,3,1000000,200,100,0.95,LR,MLP,12400,0.015,0.155
0,64,3,1000000,200,100,0.95,LR,MLP,12600,0.035,0.415
0,64,3,1000000,200,100,0.95,LR,MLP,12800,0.15,0.39
0,64,3,1000000,200,100,0.95,LR,MLP,13000,0.0,0.255
0,64,3,1000000,200,100,0.95,LR,MLP,13200,0.035,0.6
0,64,3,1000000,200,100,0.95,LR,MLP,13400,0.0,0.36
0,64,3,1000000,200,100,0.95,LR,MLP,13600,0.01,0.43
0,64,3,1000000,200,100,0.95,LR,MLP,13800,0.025,0.45
0,64,3,1000000,200,100,0.95,LR,MLP,14000,0.0,0.42
0,64,3,1000000,200,100,0.95,LR,MLP,14200,0.02,0.19
0,64,3,1000000,200,100,0.95,LR,MLP,14400,0.0,0.35
0,64,3,1000000,200,100,0.95,LR,MLP,14600,0.065,0.43
0,64,3,1000000,200,100,0.95,LR,MLP,14800,0.1,0.69
0,64,3,1000000,200,100,0.95,LR,MLP,15000,0.01,0.75
0,64,3,1000000,200,100,0.95,LR,MLP,15200,0.0,0.565
0,64,3,1000000,200,100,0.95,LR,MLP,15400,0.0,0.52
0,64,3,1000000,200,100,0.95,LR,MLP,15600,0.06,0.3
0,64,3,1000000,200,100,0.95,LR,MLP,15800,0.185,0.4
0,64,3,1000000,200,100,0.95,LR,MLP,16000,0.125,0.4
0,64,3,1000000,200,100,0.95,LR,MLP,16200,0.21,0.705
0,64,3,1000000,200,100,0.95,LR,MLP,16400,0.045,0.515
0,64,3,1000000,200,100,0.95,LR,MLP,16600,0.025,0.3
0,64,3,1000000,200,100,0.95,LR,MLP,16800,0.15,0.505
0,64,3,1000000,200,100,0.95,LR,MLP,17000,0.045,0.405
